,anion,anion_smiles,cation,cation_smiles
90,azide,[N-]=[N+]=[N-],"1-butyl-2,3-dimethylimidazolium",CCCCn1cc[n+](c1C)C
91,bromide,[Br-],"1-butyl-2,3-dimethylimidazolium",CCCCn1cc[n+](c1C)C
92,tetrafluoroborate,[B-](F)(F)(F)F,"1-butyl-2,3-dimethylimidazolium",CCCCn1cc[n+](c1C)C
93,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-2-methylpyrazolium,CCCC[N+]1=C(C=C(N1C))
94,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-2-methylpyridinium,CCCC[n+]1ccc(cc1)C
95,tetrafluoroborate,[B-](F)(F)(F)F,1-butyl-2-methylpyridinium,CCCC[n+]1ccc(cc1)C
96,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-2-phenylimidazolium,CCCC[N+]1=C(NC=C1)C2=CC=CC=C2
97,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"1-butyl-3,5-dimethyl-2-pentylpyridinium",CCCC[n+]1cc(C)cc(C)c1(CCCCC)
98,benzenesulfonate,c1ccc(cc1)S(=O)(=O)[O-],1-butyl-3-(2-cyanoethyl)-1H-imidazolium,C1=C[N+](CCCC)=CN1CCC#N
99,bromide,[Br-],1-butyl-3-(2-cyanoethyl)-1H-imidazolium,C1=C[N+](CCCC)=CN1CCC#N
100,hydrogensulfate,OS(=O)(=O)[O-],1-butyl-3-(3-sulfopropyl)-imidazolium,CCCCn1cc[n+](c1)CCCS(=O)(=O)[O-]
101,hydrogensulfate,OS(=O)(=O)[O-],1-butyl-3-(4-sulfobutyl)-imidazolium,O=S(=O)(O)CCCC[n+]1ccn(c1)CCCC
102,chloride,[Cl-],1-butyl-3-(6-hydroxyhexyl)-1H-imidazolium,CCCCn1cc[n+](c1)CCCCCCO
103,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-3-cyanopyridinium,CCCC[n+]1cccc(c1)C#N
104,bromide,[Br-],1-butyl-3-ethylimidazolium,c1c[n+](cn1CC)CCCC
105,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-3-isopentylimidazolium,c1c[n+](cn1CCCC)CCC(C)C
106,dimethylphosphate,COP(=O)([O-])OC,1-butyl-3-methyl-1H-imidazolium,Cn1c[n+](cc1)CCC
107,tetracyanoborate,N#C[B-](C#N)(C#N)C#N,1-butyl-3-methyl-1H-imidazolium,Cn1c[n+](cc1)CCC
108,(S)-2-amino-4-carboxybutanoate,C(CC(=O)[O-])[C@@H](C(=O)[O-])[NH3+],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
109,"1,1,2-trifluoro-2-(perfluoroethoxy)ethanesulfonate",C(C(F)(F)S(=O)(=O)[O-])(OC(C(F)(F)F)(F)F)F,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
110,"1,1,2-trifluoro-2-(trifluoromethoxy)ethanesulfonate",C(C(F)(F)S(=O)(=O)[O-])(OC(F)(F)F)F,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
111,acetate,CC(=O)[O-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
112,bis(fluorosulfonyl)imide,[N-](S(=O)(=O)F)S(=O)(=O)F,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
113,bis(perfluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
114,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
115,bromide,[Br-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
116,chloride,[Cl-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
117,dicyanamide,C(#N)[N-]C#N,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
118,glycinate,C(C(=O)[O-])N,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
119,glycolate,C(C(=O)[O-])O,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
120,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
121,iodide,[I-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
122,lactate,CC(C(=O)[O-])O,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
123,methanesulfonate,CS(=O)(=O)[O-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
124,nitrate,[N+](=O)([O-])[O-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
125,perchlorate,[O-]Cl(=O)(=O)=O,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
126,phenolate,C1=CC=C(C=C1)[O-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
127,salicylate,c1ccc(c(c1)C(=O)[O-])O,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
128,taurate,C(CS(=O)(=O)[O-])N,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
129,tetrachloroferrate,Cl[Fe-](Cl)(Cl)Cl,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
130,tetrafluoroborate,[B-](F)(F)(F)F,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
131,thiocyanate,C(#N)[S-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
132,tricyanomethane,C(#N)[C-](C#N)C#N,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
133,trifluoroacetate,C(=O)(C(F)(F)F)[O-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
134,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
135,tris(pentafluoroethyl)trifluorophosphate,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,1-butyl-3-methylimidazolium,CCCCn1cc[n+](c1)C
137,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-3-methylpyridinium,CCCC[n+]1cccc(c1)C
138,dicyanamide,C(#N)[N-]C#N,1-butyl-3-methylpyridinium,CCCC[n+]1cccc(c1)C
139,tetrafluoroborate,[B-](F)(F)(F)F,1-butyl-3-methylpyridinium,CCCC[n+]1cccc(c1)C
140,tricyanomethanide,C(=C(C#N)C#N)=[N-],1-butyl-3-methylpyridinium,CCCC[n+]1cccc(c1)C
141,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],1-butyl-3-methylpyridinium,CCCC[n+]1cccc(c1)C
142,tris(pentafluoroethyl)trifluorophosphate,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,1-butyl-3-methylpyridinium,CCCC[n+]1cccc(c1)C
143,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-3-pentylimidazolium,c1c[n+](cn1CCCC)CCCCC
144,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-4-cyanopyridinium,CCCC[n+]1ccc(cc1)C#N
145,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butyl-4-methylpyridinium,CCCC[n+]1ccc(cc1)C
146,tetrafluoroborate,[B-](F)(F)(F)F,1-butyl-4-methylpyridinium,CCCC[n+]1ccc(cc1)C
147,thiocyanate,C(#N)[S-],1-butyl-4-methylpyridinium,CCCC[n+]1ccc(cc1)C
148,tricyanomethanide,C(=C(C#N)C#N)=[N-],1-butyl-4-methylpyridinium,CCCC[n+]1ccc(cc1)C
149,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butylpyridinium,CCCC[n+]1ccccc1
150,tetrafluoroborate,[B-](F)(F)(F)F,1-butylpyridinium,CCCC[n+]1ccccc1
151,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],1-butylpyridinium,CCCC[n+]1ccccc1
152,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-butylthianium,CCCC[S+]1CCCCC1
154,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-cyclopentyl-3-butylimidazolium,c1cn(c([n+]1C2CCCC2))CCCC
156,thiocyanate,C(#N)[S-],"1-decyl-2,3,4,6,7,8,9,10-octahydropyrimido[1,2-a]azepinium",C1CCC2=[N+](CCCCCCCCCC)CCCN2C1
157,bis(perfluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,1-decyl-3-methylimidazolium,CCCCCCCCCCn1cc[n+](c1)C
158,bis(trifluoromethylsulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-decyl-3-methylimidazolium,CCCCCCCCCCn1cc[n+](c1)C
159,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-decyl-3-methylimidazolium,CCCCCCCCCCn1cc[n+](c1)C
160,phenolate,C1=CC=C(C=C1)[O-],1-decyl-3-methylimidazolium,CCCCCCCCCCn1cc[n+](c1)C
161,tetrafluoroborate,[B-](F)(F)(F)F,1-decyl-3-methylimidazolium,CCCCCCCCCCn1cc[n+](c1)C
162,trifluoromethansulfate,C(F)(F)(F)S(=O)(=O)[O-],1-decyl-3-methylimidazolium,CCCCCCCCCCn1cc[n+](c1)C
163,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-decylpyridinium,CCCCCCCCCC[n+]1ccccc1
164,bis(trifluoromethylsulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-dodecyl-3-methyl-1H-imidazolium,C1=C[N+](C)=CN1CCCCCCCCCC
165,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-dodecyl-3-methylimidazolium,CCCCCCCCCCCCn1cc[n+](c1)C
166,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-dodecylpyridinium,CCCCCCCCCCCC[n+]1ccccc1
167,acetate,CC(=O)[O-],1-ethyl-1H-imidazolium,CC[NH+]1C=CN=C1
168,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"1-ethyl-2,3-dimethylimidazolium",CCn1cc[n+](c1C)C
169,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-2-heptylpyridin-1-ium,CCCCCCC[n+]1ccccc1CC
170,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-2-hexylpyridin-1-ium,CCCCCC[n+]1ccccc1CC
171,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-2-methylpyridinium,CC[n+]1ccccc1C
172,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-2-octylpyridin-1-ium,CCCCCCCC[n+]1ccccc1CC
173,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-2-pentylpyridin-1-ium,CC[n+]1cccc(c1(CCCCC))
174,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-2-propylpyridin-1-ium,CCC[n+]1ccccc1CC
175,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"1-ethyl-3,5-dimethyl-2-pentylpyridinium",CC[n+]1cc(C)cc(C)c1(CCCCC)
176,chloride,[Cl-],1-ethyl-3-(6-hydroxyhexyl)-1H-imidazolium,OCCCCCC[n+]1cc[n](c1)CC
177,"1,1,2,2-tetrafluoroethane-1-sulfonate",C(C(F)(F)S(=O)(=O)[O-])(F)F,1-ethyl-3-methyl-1H-imidazolium,CC[n+]1cn(cc1)C
178,L-prolinate,C1C[C@H](NC1)C(=O)[O-],1-ethyl-3-methyl-1H-imidazolium,CC[n+]1cn(cc1)C
179,tricyanomethanide,C(=C(C#N)C#N)=[N-],1-ethyl-3-methyl-1H-imidazolium,CC[n+]1cn(cc1)C
181,4-methylbenzenesulfonate,Cc1ccc(cc1)S(=O)(=O)[O-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
182,L-alaninate,C[C@@H](C(=O)[O-])N,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
183,acetate,CC(=O)[O-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
184,ammonioacetate,C(C(=O)[O-])N,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
185,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
186,chloride,[Cl-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
187,dicyanamide,C(#N)[N-]C#N,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
188,diethylphosphate,CCOP(=O)([O-])OCC,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
189,dimethylphosphate,COP(=O)([O-])OC,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
190,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
191,methanesulfonate,CS(=O)(=O)[O-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
192,methylsulfate,COS(=O)(=O)[O-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
193,nitrate,[N+](=O)([O-])[O-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
194,phenolate,C1=CC=C(C=C1)[O-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
195,taurinate,C(CS(=O)(=O)[O-])N,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
196,tetracyanoborate,N#C[B-](C#N)(C#N)C#N,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
197,tetrafluoroborate,[B-](F)(F)(F)F,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
198,thiocyanate,C(#N)[S-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
199,trifluoroacetate,C(=O)(C(F)(F)F)[O-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
200,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
201,tris(pentafluoroethyl)trifluorophosphate,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,1-ethyl-3-methylimidazolium,CCn1cc[n+](c1)C
202,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-3-methylpyridinium,CC[n+]1cccc(c1)C
203,ethylsulfate,CCOS(=O)(=O)[O-],1-ethyl-3-methylpyridinium,CC[n+]1cccc(c1)C
205,bis((trifluoromethyl)sulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethyl-4-methylpyridinium,CC[n+]1ccc(cc1)C
206,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-ethylpyridinium,CC[n+]1ccccc1
207,triflate,C(F)(F)(F)S(=O)(=O)[O-],1-ethylpyridinium,CC[n+]1ccccc1
208,bis(trifluoromethylsulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-heptyl-3-methylimidazolium,c1c[n+](cn1CCCCCCC)C
209,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-heptyl-3-methylimidazolium,c1c[n+](cn1CCCCCCC)C
211,hexylphosphonate,[O-]P(=O)([O-])CCCCCC,1-hexyl-1-methylpiperidin-1-ium,CCCCCC[N+]1(CCCCC1)C
213,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"1-hexyl-2,3,5-trimethylpyridinium",CCCCCC[n+]1cc(C)cc(C)c1(C)
214,4-nitropyrazolide,c1c(cn[n-]1)[N+](=O)[O-],"1-hexyl-2,3-dimethylimidazolium",Cn1cc[n+](c1C)CCCCCC
215,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"1-hexyl-2,3-dimethylimidazolium",Cn1cc[n+](c1C)CCCCCC
216,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"1-hexyl-2-ethyl-3,5-dimethylpyridinium",CCCCCC[n+]1cc(C)cc(C)c1(CC)
217,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"1-hexyl-3,5-dimethyl-2-pentylpyridinium",CCCCCC[n+]1cc(C)cc(C)c1(CCCCC)
218,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,"1-hexyl-3,5-dimethylpyridinium",c1c(C)c(CC)[n+](cc(C)1)CCCCCC
219,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-hexyl-3-methyl-4-(dimethylamino)pyridinium,CN(C)c1c(C)c[n+](cc1)CCCCCC
220,"1,2,3-triazolide",c1cnn[n-]1,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
221,"1,2,4-triazolide",c1[n-]cnn1,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
222,2-cyanopyrrolide,c1cc([n-]c1)C#N,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
223,4-nitropyrazolide,c1c(cn[n-]1)[N+](=O)[O-],1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
224,bis(perfluoroethylsulfonyl)imide,C(C(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(C(F)(F)F)(F)F)(F)(F)F,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
225,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
226,chloride,[Cl-],1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
227,dicyanamide,C(#N)[N-]C#N,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
228,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
229,iodide,[I-],1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
230,nitrate,[N+](=O)([O-])[O-],1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
231,phenolate,C1=CC=C(C=C1)[O-],1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
232,tetracyanoborate,N#C[B-](C#N)(C#N)C#N,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
233,tetrafluoroborate,[B-](F)(F)(F)F,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
234,tetrazolide,c1nnn[n-]1,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
235,thiocyanate,C(#N)[S-],1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
236,trifluoromethanesulfonate,C(F)(F)(F)S(=O)(=O)[O-],1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
237,tris(pentafluoroethyl)trifluorophosphate,C(C(F)(F)[P-](C(C(F)(F)F)(F)F)(C(C(F)(F)F)(F)F)(F)(F)F)(F)(F)F,1-hexyl-3-methylimidazolium,CCCCCCn1cc[n+](c1)C
238,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-hexyl-3-methylpyridinium,CCCCCCC[n+]1cc(C)ccc1
239,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-hexyl-4-(4-methyl-1-piperidinyl)pyridinium,C2(C)CCN(CC2)c1cc[n+](cc1)CCCCCC
240,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-hexyl-4-cyanopyridinium,CCCCCC[n+]1ccc(C#N)cc1
241,bis(trifluoromethanesulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-hexyl-4-methylpyridinium,CCCCCC[n+]1ccc(cc1)C
242,bis(trifluromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-hexylpyridinium,CCCCCC[n+]1ccccc1
243,bis(trifluoromethylsulfonyl)amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-hexylquinolinium,CCCCCC[n+]1cccc2c1cccc2
244,tetrafluoroborate,[B-](F)(F)(F)F,1-isobutenyl-3-methylimidazolium,C1=C[N+](C)=CN1C=C(C)C
245,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-isobutyl-1-methylpiperidinium,C[N+]1(CCCCC1)CC(C)C
246,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-isobutyl-1-methylpyrrolidinium,C[N+]1(CCCC1)CC(C)(C)
247,bis[(trifluoromethyl)sulfonyl]amide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-isobutyl-3-methylimidazolium,c1c[n+](cn1CC(C)C)C
248,bromide,[Br-],1-isobutyl-3-methylimidazolium,c1c[n+](cn1CC(C)C)C
249,bis((trifluoromethyl)sulfonyl)imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-isobutyl-3-methylpyridinium,N#Cc1c(c(c([nH+]c1N)CC(C)C)C)c2ccccc2Cl
250,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-1-propylpiperidinium,CCC[N+]1(CCCCC1)C
253,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-1-propylpyrrolidinium,CCC[N+]1(CCCC1)C
254,bis[(trifluoromethyl)sulfonyl]imide,FC(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-3-(1-methylethyl)imidazolium,c1cn(c([n+]1C(C)(C)))C
255,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-3-(2-phenylethyl)-1H-imidazolium,c1cn(c([n+]1CCc2ccccc2))C
256,"1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-3-(3-phenylpropyl)-1H-imidazolium,c1cn(c([n+]1CCCc2ccccc2))C
257,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-methyl-3-(3-phenylpropyl)-1H-imidazolium,c1cn(c([n+]1CCCc2ccccc2))C
258,hydrogensulfate,OS(=O)(=O)[O-],1-methyl-3-(3-sulfopropyl)-imidazolium,O=S(=O)(O)CCCn1cc[n+](c1)C
259,hydrogensulfate,OS(=O)(=O)[O-],1-methyl-3-(4-sulfobutyl)-imidazolium,O=S(=O)(O)CCCCn1cc[n+](c1)C
263,bis(trifluoromethanesulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-3-nonylimidazolium,c1c[n+](cn1CCCCCCCCC)C
264,"1,1,2,2-tetrafluoroethane-1-sulfonate",C(C(F)(F)S(=O)(=O)[O-])(F)F,1-methyl-3-octyl-1H-imidazol-3-ium,CCCCCCCCn1cc[n+](c1)C
265,L-prolinate,C1C[C@H](NC1)C(=O)[O-],1-methyl-3-octyl-1H-imidazol-3-ium,CCCCCCCCn1cc[n+](c1)C
266,L-serinate,C([C@@H](C(=O)[O-])N)O,1-methyl-3-octyl-1H-imidazol-3-ium,CCCCCCCCn1cc[n+](c1)C
267,iodide,[I-],1-methyl-3-octyl-1H-imidazolium,CCCCCCCC[n+]1cc[n](c1)C
268,L-alaninate,C[C@@H](C(=O)[O-])N,1-methyl-3-octylimidazolium,CCCCCCCCn1cc[n+](c1)C
269,L-asparaginate,C([C@@H](C(=O)[O-])N)C(=O)N,1-methyl-3-octylimidazolium,CCCCCCCCn1cc[n+](c1)C
270,bromide,[Br-],1-methyl-3-octylimidazolium,CCCCCCCCn1cc[n+](c1)C
271,chloride,[Cl-],1-methyl-3-octylimidazolium,CCCCCCCCn1cc[n+](c1)C
272,glycinate,C(C(=O)[O-])N,1-methyl-3-octylimidazolium,CCCCCCCCn1cc[n+](c1)C
273,nitrate,[N+](=O)([O-])[O-],1-methyl-3-octylimidazolium,CCCCCCCCn1cc[n+](c1)C
274,phenolate,C1=CC=C(C=C1)[O-],1-methyl-3-octylimidazolium,CCCCCCCCn1cc[n+](c1)C
275,tetrafluoroborate,[B-](F)(F)(F)F,1-methyl-3-octylimidazolium,CCCCCCCCn1cc[n+](c1)C
276,bis(trifluoromethylsulfonyl)imide,C(F)(F)(F)S(=O)(=O)[N-]S(=O)(=O)C(F)(F)F,1-methyl-3-pentylimidazolium,c1c[n+](cn1CCCCC)C
277,hexafluorophosphate,F[P-](F)(F)(F)(F)F,1-methyl-3-pentylimidazolium,c1c[n+](cn1CCCCC)C
