,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>","Temperature, K",salt_name,"Heat capacity at constant pressure, J/K/mol","Viscosity, Pa&#8226;s"
6152,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.20600000000000002
6153,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,
6154,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1456
6155,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.175
6156,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.21
6157,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.2024
6158,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.174
6159,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1789
6160,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.20600000000000002
6161,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,
6162,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1456
6195,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.175
6196,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.21
6197,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.2024
6198,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.174
6199,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1789
6200,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.20600000000000002
6201,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,
6202,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1456
6203,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.175
6204,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.21
6205,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.2024
6206,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.174
6207,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1789
6208,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.20600000000000002
6209,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,
6210,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1456
6219,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.175
6220,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.21
6221,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.2024
6222,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.174
6223,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1789
6224,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.20600000000000002
6225,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,
6226,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1456
6227,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.175
6228,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.21
6229,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.2024
6230,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.174
6231,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1789
6232,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.20600000000000002
6233,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,
6234,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1456
6243,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.175
6244,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.21
6245,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.2024
6246,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.174
6247,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1789
6248,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.20600000000000002
6249,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,
6250,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1456
6251,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.175
6252,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.21
6253,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.2024
6254,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.174
6255,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1789
6256,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.20600000000000002
6257,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,
6258,101.325,1145.6,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1456
6267,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.175
6268,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.21
6269,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.2024
6270,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.174
6271,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1789
6272,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.20600000000000002
6273,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,
6274,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1456
6275,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.175
6276,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.21
6277,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.2024
6278,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.174
6279,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1789
6280,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.20600000000000002
6281,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,
6282,101.325,1144.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1456
6291,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.175
6292,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.21
6293,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.2024
6294,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.174
6295,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1789
6296,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.20600000000000002
6297,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,
6298,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,432.0,0.1456
6299,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.175
6300,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.21
6301,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.2024
6302,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.174
6303,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1789
6304,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.20600000000000002
6305,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,
6306,101.325,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,427.8,0.1456
6339,101.0,1146.7,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1954
6340,101.0,1146.7,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1718
6341,101.0,1146.7,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.191
6342,101.0,1146.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1954
6343,101.0,1146.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1718
6344,101.0,1146.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.191
6345,101.0,1145.22,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1954
6346,101.0,1145.22,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1718
6347,101.0,1145.22,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.191
6348,101.0,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1954
6349,101.0,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1718
6350,101.0,1145.11,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.191
6351,101.0,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1954
6352,101.0,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1718
6353,101.0,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.191
6354,101.0,1145.29,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1954
6355,101.0,1145.29,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1718
6356,101.0,1145.29,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.191
6357,101.0,1145.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1954
6358,101.0,1145.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1718
6359,101.0,1145.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.191
6360,101.0,1145.8,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1954
6361,101.0,1145.8,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.1718
6362,101.0,1145.8,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate,431.0,0.191
6363,101.325,1192.8,298.15,1-benzyl-3-methyl-1H-imidazolium chloride,338.4,3.725
6364,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0685
6365,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0801
6366,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0715
6367,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.071
6368,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.068
6369,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0697
6370,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0705
6371,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0693
6372,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0701
6373,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0703
6374,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0685
6375,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0801
6376,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0715
6377,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.071
6378,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.068
6379,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0697
6380,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0705
6381,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0693
6382,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0701
6383,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0703
6384,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0685
6385,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0801
6386,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0715
6387,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.071
6388,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.068
6389,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0697
6390,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0705
6391,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0693
6392,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0701
6393,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0703
6394,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0685
6395,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0801
6396,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0715
6397,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.071
6398,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.068
6399,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0697
6400,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0705
6401,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0693
6402,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0701
6403,101.325,1370.8,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0703
6404,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0685
6405,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0801
6406,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0715
6407,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.071
6408,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.068
6409,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0697
6410,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0705
6411,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0693
6412,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0701
6413,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0703
6414,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0685
6415,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0801
6416,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0715
6417,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.071
6418,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.068
6419,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0697
6420,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0705
6421,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0693
6422,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0701
6423,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0703
6424,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0685
6425,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0801
6426,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0715
6427,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.071
6428,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.068
6429,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0697
6430,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0705
6431,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0693
6432,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0701
6433,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0703
6434,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0685
6435,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0801
6436,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0715
6437,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.071
6438,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.068
6439,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0697
6440,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0705
6441,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0693
6442,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0701
6443,101.325,1371.99,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0703
6444,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0685
6445,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0801
6446,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0715
6447,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.071
6448,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.068
6449,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0697
6450,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0705
6451,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0693
6452,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0701
6453,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0703
6454,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0685
6455,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0801
6456,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0715
6457,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.071
6458,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.068
6459,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0697
6460,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0705
6461,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0693
6462,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0701
6463,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,631.6,0.0703
6464,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0685
6465,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0801
6466,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0715
6467,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.071
6468,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.068
6469,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0697
6470,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0705
6471,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0693
6472,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0701
6473,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.2,0.0703
6474,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0685
6475,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0801
6476,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0715
6477,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.071
6478,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.068
6479,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0697
6480,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0705
6481,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0693
6482,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0701
6483,101.325,1372.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,594.0,0.0703
6484,101.325,1372.09,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0685
6485,101.325,1372.09,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0801
6486,101.325,1372.09,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0715
6487,101.325,1372.09,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.071
6488,101.325,1372.09,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.068
6489,101.325,1372.09,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide,629.4,0.0697
