Molecular weight of IL  g/mol,Number of rings,Mass of group of rings  g/mol,Number of branches,Mass of first branch g/mol,Mass of second branch g/mol,Mass of third branch  g/mol,Mass of fourth branch  g/mol,Mass of cation  g/mol,Mass of anion  g/mol,Pressure   kPa,Temprature k,Density g/cm^3
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,283.15,1.286500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,283.15,1.288100
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,288.15,1.260300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,5000.000,288.15,1.262300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,10000.000,288.15,1.264400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,15000.000,288.15,1.266500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,288.15,1.268600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,25000.000,288.15,1.270400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,30000.000,288.15,1.272300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,35000.000,288.15,1.274300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,45000.000,288.15,1.277900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,50000.000,288.15,1.279600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,55000.000,288.15,1.281400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,288.15,1.282900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,288.15,1.284700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,293.15,1.256600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,5000.000,293.15,1.258700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,10000.000,293.15,1.260800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,15000.000,293.15,1.262800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,293.15,1.264900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,25000.000,293.15,1.266800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,30000.000,293.15,1.268900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,35000.000,293.15,1.270700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,40000.000,293.15,1.272600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,45000.000,293.15,1.274300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,50000.000,293.15,1.276100
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,55000.000,293.15,1.277900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,293.15,1.281200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,298.15,1.252900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,10000.000,298.15,1.257300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,15000.000,298.15,1.259400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,298.15,1.261500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,30000.000,298.15,1.265400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,35000.000,298.15,1.267400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,40000.000,298.15,1.269200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,50000.000,298.15,1.272900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,55000.000,298.15,1.274600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,298.15,1.276300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,298.15,1.278000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,303.15,1.249400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,5000.000,303.15,1.251700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,10000.000,303.15,1.253800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,303.15,1.258000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,25000.000,303.15,1.260000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,30000.000,303.15,1.262000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,40000.000,303.15,1.265900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,45000.000,303.15,1.267700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,50000.000,303.15,1.269400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,303.15,1.273000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,303.15,1.274700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,308.15,1.245900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,5000.000,308.15,1.247900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,15000.000,308.15,1.252300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,308.15,1.254500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,25000.000,308.15,1.256500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,35000.000,308.15,1.260600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,40000.000,308.15,1.262500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,45000.000,308.15,1.264300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,55000.000,308.15,1.267900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,308.15,1.269700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,308.15,1.271400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,313.15,1.242200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,5000.000,313.15,1.244500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,10000.000,313.15,1.246800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,15000.000,313.15,1.249000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,25000.000,313.15,1.253200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,30000.000,313.15,1.255200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,35000.000,313.15,1.257200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,45000.000,313.15,1.261200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,50000.000,313.15,1.263100
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,55000.000,313.15,1.264900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,313.15,1.268300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,318.15,1.238700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,10000.000,318.15,1.243200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,15000.000,318.15,1.245300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,318.15,1.247500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,30000.000,318.15,1.251700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,35000.000,318.15,1.253700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,40000.000,318.15,1.255700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,50000.000,318.15,1.259500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,55000.000,318.15,1.261200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,318.15,1.263200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,318.15,1.264900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,323.15,1.235200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,5000.000,323.15,1.237500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,10000.000,323.15,1.239800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,323.15,1.244300
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,25000.000,323.15,1.246500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,30000.000,323.15,1.248500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,40000.000,323.15,1.252600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,45000.000,323.15,1.254500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,50000.000,323.15,1.256400
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,323.15,1.260100
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,323.15,1.261900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,328.15,1.231600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,5000.000,328.15,1.233900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,15000.000,328.15,1.238500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,328.15,1.240700
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,25000.000,328.15,1.242900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,35000.000,328.15,1.247200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,40000.000,328.15,1.249200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,45000.000,328.15,1.251100
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,55000.000,328.15,1.254800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,328.15,1.256800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,328.15,1.258600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,100.000,333.15,1.228200
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,5000.000,333.15,1.230500
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,10000.000,333.15,1.232900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,20000.000,333.15,1.237600
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,25000.000,333.15,1.239800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,30000.000,333.15,1.241800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,35000.000,333.15,1.244000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,45000.000,333.15,1.248000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,50000.000,333.15,1.250000
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,55000.000,333.15,1.251900
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,60000.000,333.15,1.253800
208.996140,1,79.102300,1,0.000000,43.089240,0.000000,0.000000,122.191540,86.804600,65000.000,333.15,1.255600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,283.15,1.224500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,283.15,1.226600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,283.15,1.228700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,15000.000,283.15,1.230900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,25000.000,283.15,1.235000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,283.15,1.236900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,35000.000,283.15,1.238800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,283.15,1.240700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,283.15,1.244300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,55000.000,283.15,1.246000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,60000.000,283.15,1.247700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,283.15,1.249400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,288.15,1.220900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,288.15,1.223000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,288.15,1.225100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,20000.000,288.15,1.229400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,25000.000,288.15,1.231400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,288.15,1.233400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,288.15,1.237300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,288.15,1.239200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,288.15,1.240800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,60000.000,288.15,1.244300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,288.15,1.246100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,293.15,1.217300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,293.15,1.219500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,293.15,1.221600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,15000.000,293.15,1.223800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,20000.000,293.15,1.225900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,293.15,1.230000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,35000.000,293.15,1.232000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,293.15,1.233900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,293.15,1.235700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,293.15,1.237600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,55000.000,293.15,1.239500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,60000.000,293.15,1.241100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,298.15,1.213800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,298.15,1.216000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,15000.000,298.15,1.220400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,20000.000,298.15,1.222700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,25000.000,298.15,1.224800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,35000.000,298.15,1.228700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,298.15,1.230700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,298.15,1.232600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,55000.000,298.15,1.236400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,60000.000,298.15,1.238000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,298.15,1.239700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,303.15,1.210400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,303.15,1.212800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,303.15,1.215100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,15000.000,303.15,1.217200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,25000.000,303.15,1.221500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,303.15,1.223500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,35000.000,303.15,1.225500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,303.15,1.229400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,303.15,1.231300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,55000.000,303.15,1.233200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,303.15,1.236600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,308.15,1.206900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,308.15,1.209200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,308.15,1.211400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,20000.000,308.15,1.215800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,25000.000,308.15,1.218000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,308.15,1.220100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,308.15,1.224000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,308.15,1.226000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,308.15,1.227800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,60000.000,308.15,1.231600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,308.15,1.233500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,313.15,1.203600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,313.15,1.208200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,15000.000,313.15,1.210500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,20000.000,313.15,1.212800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,313.15,1.217100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,35000.000,313.15,1.219100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,313.15,1.221200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,313.15,1.225100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,55000.000,313.15,1.226900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,60000.000,313.15,1.228700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,313.15,1.230500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,318.15,1.200100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,318.15,1.202400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,15000.000,318.15,1.207000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,20000.000,318.15,1.209300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,25000.000,318.15,1.211400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,35000.000,318.15,1.215700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,318.15,1.217700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,318.15,1.219700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,55000.000,318.15,1.223500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,60000.000,318.15,1.225400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,318.15,1.227300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,323.15,1.196800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,323.15,1.199100
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,323.15,1.201600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,15000.000,323.15,1.203900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,25000.000,323.15,1.208400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,323.15,1.210600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,35000.000,323.15,1.212700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,323.15,1.216700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,323.15,1.218700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,55000.000,323.15,1.220600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,323.15,1.224300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,328.15,1.193200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,328.15,1.195600
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,328.15,1.198000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,15000.000,328.15,1.200400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,20000.000,328.15,1.202700
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,328.15,1.207200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,35000.000,328.15,1.209400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,328.15,1.211400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,328.15,1.213400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,328.15,1.215400
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,60000.000,328.15,1.219200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,65000.000,328.15,1.221300
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,100.000,333.15,1.190000
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,5000.000,333.15,1.192500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,10000.000,333.15,1.194900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,20000.000,333.15,1.199800
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,25000.000,333.15,1.201900
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,30000.000,333.15,1.204200
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,40000.000,333.15,1.208500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,45000.000,333.15,1.210500
223.020000,1,79.102300,1,0.000000,57.116330,0.000000,0.000000,136.218630,86.804600,50000.000,333.15,1.212700
